question,answer
"What was the average household expenditure on Recreational vehicles and associated services for Population centre 30,000 to 99,999 in 2021?",$1313.0
"What was the average household expenditure on Purchase of recreational vehicles for Population centre 30,000 to 99,999 in 2021?",$911.0
"What was the average household expenditure on Motorcycles and snowmobiles (purchase) for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on All-terrain vehicles (purchase) for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Bicycles (purchase) for Population centre 30,000 to 99,999 in 2021?",$118.0
"What was the average household expenditure on Other recreational vehicles (purchase) for Population centre 30,000 to 99,999 in 2021?",$313.0
"What was the average household expenditure on Operation of recreational vehicles for Population centre 30,000 to 99,999 in 2021?",$402.0
"What was the average household expenditure on Insurance premiums for recreational vehicles for Population centre 30,000 to 99,999 in 2021?",$127.0
"What was the average household expenditure on Registration fees and licences for recreational vehicles for Population centre 30,000 to 99,999 in 2021?",$34.0
"What was the average household expenditure on Parking, storage fees and other dues for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Other expenses for recreational vehicles for Population centre 30,000 to 99,999 in 2021?",$210.0
"What was the average household expenditure on Education for Population centre 30,000 to 99,999 in 2021?",$1011.0
"What was the average household expenditure on Tuition fees for Population centre 30,000 to 99,999 in 2021?",$923.0
"What was the average household expenditure on Tuition fees for kindergarten, elementary and secondary schools for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Tuition fees for university for Population centre 30,000 to 99,999 in 2021?",$547.0
"What was the average household expenditure on Tuition fees for other training (college, trade and professional institutions) for Population centre 30,000 to 99,999 in 2021?",$151.0
"What was the average household expenditure on Other educational services for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Personal interest courses and lessons (excluding driving lessons) for Population centre 30,000 to 99,999 in 2021?",$108.0
"What was the average household expenditure on Textbooks and school supplies for Population centre 30,000 to 99,999 in 2021?",$88.0
"What was the average household expenditure on Reading materials and other printed matter for Population centre 30,000 to 99,999 in 2021?",$217.0
"What was the average household expenditure on Newspapers for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Magazines and periodicals for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Books and E-Books (excluding school books) for Population centre 30,000 to 99,999 in 2021?",$115.0
"What was the average household expenditure on Maps, sheet music and other printed matter for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Services related to reading materials (e.g. photocopying, library fees) for Population centre 30,000 to 99,999 in 2021?",$32.0
"What was the average household expenditure on Tobacco products, alcoholic beverages and cannabis for non-medical use for Population centre 30,000 to 99,999 in 2021?",$1664.0
"What was the average household expenditure on Tobacco products and smokers' supplies for Population centre 30,000 to 99,999 in 2021?",$582.0
"What was the average household expenditure on Cigarettes for Population centre 30,000 to 99,999 in 2021?",$504.0
"What was the average household expenditure on Other tobacco products, smokers' supplies and e-cigarettes for Population centre 30,000 to 99,999 in 2021?",$78.0
"What was the average household expenditure on Cannabis for non-medical use for Population centre 30,000 to 99,999 in 2021?",$105.0
"What was the average household expenditure on Alcoholic beverages for Population centre 30,000 to 99,999 in 2021?",$976.0
"What was the average household expenditure on Alcoholic beverages served on licensed premises and in restaurants for Population centre 30,000 to 99,999 in 2021?",$199.0
"What was the average household expenditure on Alcoholic beverages purchased from stores for Population centre 30,000 to 99,999 in 2021?",$773.0
"What was the average household expenditure on Self-made alcoholic beverages for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Games of chance for Population centre 30,000 to 99,999 in 2021?",$174.0
"What was the average household expenditure on Government-run lotteries for Population centre 30,000 to 99,999 in 2021?",$170.0
"What was the average household expenditure on Other games of chance for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Casinos, bingos and gaming machines for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Non-government lotteries and raffle tickets for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Miscellaneous expenditures for Population centre 30,000 to 99,999 in 2021?",$1461.0
"What was the average household expenditure on Financial services for Population centre 30,000 to 99,999 in 2021?",$611.0
"What was the average household expenditure on Service charges for banks and other financial institutions for Population centre 30,000 to 99,999 in 2021?",$156.0
"What was the average household expenditure on Administration fees for brokers and stock and bond commissions for Population centre 30,000 to 99,999 in 2021?",$207.0
"What was the average household expenditure on Other financial services for Population centre 30,000 to 99,999 in 2021?",$248.0
"What was the average household expenditure on Other miscellaneous goods and services for Population centre 30,000 to 99,999 in 2021?",$849.0
"What was the average household expenditure on Fines for Population centre 30,000 to 99,999 in 2021?",$41.0
"What was the average household expenditure on Legal services not related to dwellings for Population centre 30,000 to 99,999 in 2021?",$133.0
"What was the average household expenditure on Dues to unions and professional associations for Population centre 30,000 to 99,999 in 2021?",$316.0
"What was the average household expenditure on Contributions and dues for social clubs and other organizations for Population centre 30,000 to 99,999 in 2021?",$69.0
"What was the average household expenditure on Funeral services for Population centre 30,000 to 99,999 in 2021?",$204.0
"What was the average household expenditure on Government services for Population centre 30,000 to 99,999 in 2021?",$14.0
"What was the average household expenditure on Wholesale/retail memberships for Population centre 30,000 to 99,999 in 2021?",$76.0
"What was the average household expenditure on Convenience fees for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Other goods and services for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Discounts and refunds for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Recycling fees and other environmental fees for Population centre 30,000 to 99,999 in 2021?",$6.0
"What was the average household expenditure on Other general expenditures for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Income taxes for Population centre 30,000 to 99,999 in 2021?",$18974.0
"What was the average household expenditure on Personal insurance payments and pension contributions for Population centre 30,000 to 99,999 in 2021?",$4485.0
"What was the average household expenditure on Employment insurance and Quebec parental insurance premiums for Population centre 30,000 to 99,999 in 2021?",$536.0
"What was the average household expenditure on Retirement and pension fund payments for Population centre 30,000 to 99,999 in 2021?",$3357.0
"What was the average household expenditure on Premiums on life, term and endowment insurance for Population centre 30,000 to 99,999 in 2021?",$592.0
"What was the average household expenditure on Gifts of money, support payments and charitable contributions for Population centre 30,000 to 99,999 in 2021?",$1293.0
"What was the average household expenditure on Gifts of money and support payments for Population centre 30,000 to 99,999 in 2021?",$818.0
"What was the average household expenditure on Gifts of money to persons living in Canada for Population centre 30,000 to 99,999 in 2021?",$438.0
"What was the average household expenditure on Gifts of money to persons living outside Canada for Population centre 30,000 to 99,999 in 2021?",$106.0
"What was the average household expenditure on Alimony and child support for Population centre 30,000 to 99,999 in 2021?",$275.0
"What was the average household expenditure on Charitable contributions for Population centre 30,000 to 99,999 in 2021?",$475.0
"What was the average household expenditure on Total expenditure for Population centre 1,000 to 29,999 in 2021?",$78963.0
"What was the average household expenditure on Total current consumption for Population centre 1,000 to 29,999 in 2021?",$59061.0
"What was the average household expenditure on Food expenditures for Population centre 1,000 to 29,999 in 2021?",$9940.0
"What was the average household expenditure on Food purchased from stores for Population centre 1,000 to 29,999 in 2021?",$8112.0
"What was the average household expenditure on Bakery products for Population centre 1,000 to 29,999 in 2021?",$697.0
"What was the average household expenditure on Cereal grains and cereal products for Population centre 1,000 to 29,999 in 2021?",$521.0
"What was the average household expenditure on Fruit, fruit preparations and nuts for Population centre 1,000 to 29,999 in 2021?",$980.0
"What was the average household expenditure on Vegetables and vegetable preparations for Population centre 1,000 to 29,999 in 2021?",$941.0
"What was the average household expenditure on Dairy products and eggs for Population centre 1,000 to 29,999 in 2021?",$1287.0
"What was the average household expenditure on Meat for Population centre 1,000 to 29,999 in 2021?",$1465.0
"What was the average household expenditure on Fish and seafood for Population centre 1,000 to 29,999 in 2021?",$212.0
"What was the average household expenditure on Non-alcoholic beverages and other food products for Population centre 1,000 to 29,999 in 2021?",$2009.0
"What was the average household expenditure on Ready-to-cook meal delivery services for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Food purchased from restaurants for Population centre 1,000 to 29,999 in 2021?",$1826.0
"What was the average household expenditure on Restaurant meals for Population centre 1,000 to 29,999 in 2021?",$1667.0
"What was the average household expenditure on Restaurant snacks and beverages for Population centre 1,000 to 29,999 in 2021?",$159.0
"What was the average household expenditure on Shelter for Population centre 1,000 to 29,999 in 2021?",$16082.0
"What was the average household expenditure on Principal accommodation for Population centre 1,000 to 29,999 in 2021?",$15087.0
"What was the average household expenditure on Rented living quarters for Population centre 1,000 to 29,999 in 2021?",$2366.0
"What was the average household expenditure on Rent for Population centre 1,000 to 29,999 in 2021?",$2303.0
"What was the average household expenditure on Tenants' repairs and improvements for Population centre 1,000 to 29,999 in 2021?",$8.0
"What was the average household expenditure on Tenants' insurance premiums for Population centre 1,000 to 29,999 in 2021?",$54.0
"What was the average household expenditure on Parking at rented living quarters (excluding amounts reported with rent) for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Owned living quarters for Population centre 1,000 to 29,999 in 2021?",$9641.0
"What was the average household expenditure on Mortgage paid for owned living quarters for Population centre 1,000 to 29,999 in 2021?",$4637.0
"What was the average household expenditure on Repairs and maintenance for owned living quarters for Population centre 1,000 to 29,999 in 2021?",$798.0
"What was the average household expenditure on Condominium fees for owned living quarters for Population centre 1,000 to 29,999 in 2021?",$161.0
"What was the average household expenditure on Property and school taxes for owned living quarters for Population centre 1,000 to 29,999 in 2021?",$2052.0
"What was the average household expenditure on Homeowners' insurance premiums for owned living quarters for Population centre 1,000 to 29,999 in 2021?",$1103.0
"What was the average household expenditure on Other expenditures for owned living quarters for Population centre 1,000 to 29,999 in 2021?",$890.0
"What was the average household expenditure on Commissions for sale of real estate owned by the household for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Legal fees related to owned living quarters for Population centre 1,000 to 29,999 in 2021?",$61.0
"What was the average household expenditure on Mortgage insurance premiums for owned living quarters for Population centre 1,000 to 29,999 in 2021?",$290.0
"What was the average household expenditure on Registration fees, renewal fees and early renewal or closing penalties for owned living quarters for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Transfer taxes and land registration fees for owned living quarters for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on All other expenses related to owned living quarters (excluding repairs and maintenance) for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Water, fuel and electricity for principal accommodation for Population centre 1,000 to 29,999 in 2021?",$3080.0
"What was the average household expenditure on Water and sewage for principal accommodation for Population centre 1,000 to 29,999 in 2021?",$578.0
"What was the average household expenditure on Electricity for principal accommodation for Population centre 1,000 to 29,999 in 2021?",$1726.0
"What was the average household expenditure on Natural gas for principal accommodation for Population centre 1,000 to 29,999 in 2021?",$565.0
"What was the average household expenditure on Other fuel for principal accommodation for Population centre 1,000 to 29,999 in 2021?",$211.0
"What was the average household expenditure on Other accommodation for Population centre 1,000 to 29,999 in 2021?",$995.0
"What was the average household expenditure on Owned secondary residences for Population centre 1,000 to 29,999 in 2021?",$335.0
"What was the average household expenditure on Mortgage paid for owned secondary residences for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Property and school taxes, water and sewage charges for owned secondary residences for Population centre 1,000 to 29,999 in 2021?",$60.0
"What was the average household expenditure on Insurance premiums for owned secondary residences for Population centre 1,000 to 29,999 in 2021?",$41.0
"What was the average household expenditure on Electricity and fuel (e.g. natural gas and wood) for owned secondary residences for Population centre 1,000 to 29,999 in 2021?",$37.0
"What was the average household expenditure on Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Other expenses for owned secondary residences for Population centre 1,000 to 29,999 in 2021?",$115.0
"What was the average household expenditure on Other owned properties for Population centre 1,000 to 29,999 in 2021?",$370.0
"What was the average household expenditure on Accommodation away from home for Population centre 1,000 to 29,999 in 2021?",$290.0
"What was the average household expenditure on Hotels and motels for Population centre 1,000 to 29,999 in 2021?",$174.0
"What was the average household expenditure on Other accommodation away from home for Population centre 1,000 to 29,999 in 2021?",$117.0
"What was the average household expenditure on Household operations for Population centre 1,000 to 29,999 in 2021?",$5102.0
"What was the average household expenditure on Communications for Population centre 1,000 to 29,999 in 2021?",$2714.0
"What was the average household expenditure on Telephone for Population centre 1,000 to 29,999 in 2021?",$1590.0
"What was the average household expenditure on Landline telephone services for Population centre 1,000 to 29,999 in 2021?",$276.0
"What was the average household expenditure on Cell phone and pager services for Population centre 1,000 to 29,999 in 2021?",$1160.0
"What was the average household expenditure on Purchase of telephones and equipment for Population centre 1,000 to 29,999 in 2021?",$155.0
"What was the average household expenditure on Internet access services for Population centre 1,000 to 29,999 in 2021?",$840.0
"What was the average household expenditure on Digital services for Population centre 1,000 to 29,999 in 2021?",$159.0
"What was the average household expenditure on Postal, courier, delivery and other communication services for Population centre 1,000 to 29,999 in 2021?",$125.0
"What was the average household expenditure on Domestic and other custodial services (excluding child care) for Population centre 1,000 to 29,999 in 2021?",$120.0
"What was the average household expenditure on Pet expenses for Population centre 1,000 to 29,999 in 2021?",$661.0
"What was the average household expenditure on Pet food and pet-related goods for Population centre 1,000 to 29,999 in 2021?",$359.0
"What was the average household expenditure on Purchase of pets for Population centre 1,000 to 29,999 in 2021?",$56.0
"What was the average household expenditure on Veterinarian and other services for Population centre 1,000 to 29,999 in 2021?",$247.0
"What was the average household expenditure on Household cleaning supplies and equipment for Population centre 1,000 to 29,999 in 2021?",$245.0
"What was the average household expenditure on Detergent and other soaps for Population centre 1,000 to 29,999 in 2021?",$83.0
"What was the average household expenditure on Cleaning equipment (non-electric) for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Other household cleaning supplies for Population centre 1,000 to 29,999 in 2021?",$125.0
"What was the average household expenditure on Paper, plastic and foil supplies for Population centre 1,000 to 29,999 in 2021?",$394.0
"What was the average household expenditure on Stationery (excluding school supplies) for Population centre 1,000 to 29,999 in 2021?",$75.0
"What was the average household expenditure on Other paper supplies for Population centre 1,000 to 29,999 in 2021?",$237.0
"What was the average household expenditure on Plastic and foil supplies for Population centre 1,000 to 29,999 in 2021?",$82.0
"What was the average household expenditure on Garden supplies and services for Population centre 1,000 to 29,999 in 2021?",$395.0
"What was the average household expenditure on Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds for Population centre 1,000 to 29,999 in 2021?",$178.0
"What was the average household expenditure on Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners for Population centre 1,000 to 29,999 in 2021?",$50.0
"What was the average household expenditure on Groundskeeping services, snow and garbage removal for Population centre 1,000 to 29,999 in 2021?",$166.0
"What was the average household expenditure on Other household supplies for Population centre 1,000 to 29,999 in 2021?",$196.0
"What was the average household expenditure on Child care for Population centre 1,000 to 29,999 in 2021?",$377.0
"What was the average household expenditure on Child care outside the home for Population centre 1,000 to 29,999 in 2021?",$370.0
"What was the average household expenditure on Child care in the home (regular and occasional) for Population centre 1,000 to 29,999 in 2021?",$6.0
"What was the average household expenditure on Household furnishings and equipment for Population centre 1,000 to 29,999 in 2021?",$3190.0
"What was the average household expenditure on Household furnishings for Population centre 1,000 to 29,999 in 2021?",$1328.0
"What was the average household expenditure on Furniture for Population centre 1,000 to 29,999 in 2021?",$826.0
"What was the average household expenditure on Rugs, mats and underpadding for Population centre 1,000 to 29,999 in 2021?",$82.0
"What was the average household expenditure on Works of art, carvings and other decorative ware for Population centre 1,000 to 29,999 in 2021?",$110.0
"What was the average household expenditure on Linens for Population centre 1,000 to 29,999 in 2021?",$127.0
"What was the average household expenditure on Other household furnishings (curtains, mirrors and picture frames) for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Household equipment for Population centre 1,000 to 29,999 in 2021?",$1692.0
"What was the average household expenditure on Household appliances for Population centre 1,000 to 29,999 in 2021?",$702.0
"What was the average household expenditure on Refrigerators and freezers for Population centre 1,000 to 29,999 in 2021?",$186.0
"What was the average household expenditure on Microwave ovens and cooking appliances for Population centre 1,000 to 29,999 in 2021?",$137.0
"What was the average household expenditure on Washers, dryers and dishwashers for Population centre 1,000 to 29,999 in 2021?",$176.0
"What was the average household expenditure on Room air conditioners, portable humidifiers and dehumidifiers for Population centre 1,000 to 29,999 in 2021?",$82.0
"What was the average household expenditure on Other electric equipment and appliances (including parts and attachments) for Population centre 1,000 to 29,999 in 2021?",$122.0
"What was the average household expenditure on Other household equipment for Population centre 1,000 to 29,999 in 2021?",$990.0
"What was the average household expenditure on Home and workshop tools and equipment for Population centre 1,000 to 29,999 in 2021?",$254.0
"What was the average household expenditure on Lawn, garden and snow-removal equipment and tools for Population centre 1,000 to 29,999 in 2021?",$339.0
"What was the average household expenditure on Non-electric kitchen and cooking equipment for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Other household equipment, parts and accessories for Population centre 1,000 to 29,999 in 2021?",$236.0
"What was the average household expenditure on Maintenance, rental, repairs and services related to household furnishings and equipment for Population centre 1,000 to 29,999 in 2021?",$105.0
"What was the average household expenditure on Services related to household furnishings and equipment for Population centre 1,000 to 29,999 in 2021?",$65.0
"What was the average household expenditure on Rental of heating equipment for Population centre 1,000 to 29,999 in 2021?",$25.0
"What was the average household expenditure on Home security services for Population centre 1,000 to 29,999 in 2021?",$40.0
"What was the average household expenditure on Clothing and accessories for Population centre 1,000 to 29,999 in 2021?",$1849.0
"What was the average household expenditure on Women's and girls' wear (women and girls aged 14 years and over) for Population centre 1,000 to 29,999 in 2021?",$726.0
"What was the average household expenditure on Clothing (women and girls aged 14 years and over) for Population centre 1,000 to 29,999 in 2021?",$535.0
"What was the average household expenditure on Footwear (women and girls aged 14 years and over) for Population centre 1,000 to 29,999 in 2021?",$191.0
"What was the average household expenditure on Men's and boys' wear (men and boys aged 14 years and over) for Population centre 1,000 to 29,999 in 2021?",$488.0
"What was the average household expenditure on Clothing (men and boys aged 14 years and over) for Population centre 1,000 to 29,999 in 2021?",$335.0
"What was the average household expenditure on Footwear (men and boys aged 14 years and over) for Population centre 1,000 to 29,999 in 2021?",$154.0
"What was the average household expenditure on Children's wear (children under 14 years of age) for Population centre 1,000 to 29,999 in 2021?",$240.0
"What was the average household expenditure on Clothing and cloth diapers (children under 14 years of age) for Population centre 1,000 to 29,999 in 2021?",$182.0
"What was the average household expenditure on Footwear (children under 14 years of age) for Population centre 1,000 to 29,999 in 2021?",$58.0
"What was the average household expenditure on Athletic footwear for Population centre 1,000 to 29,999 in 2021?",$117.0
"What was the average household expenditure on Accessories for Population centre 1,000 to 29,999 in 2021?",$95.0
"What was the average household expenditure on Watches and jewellery for Population centre 1,000 to 29,999 in 2021?",$68.0
"What was the average household expenditure on Clothing material, yarn, thread and other notions for Population centre 1,000 to 29,999 in 2021?",$39.0
"What was the average household expenditure on Clothing services for Population centre 1,000 to 29,999 in 2021?",$77.0
"What was the average household expenditure on Laundromats, dry-cleaning and laundry services for Population centre 1,000 to 29,999 in 2021?",$32.0
"What was the average household expenditure on Services for clothing, footwear and jewellery for Population centre 1,000 to 29,999 in 2021?",$45.0
"What was the average household expenditure on Transportation for Population centre 1,000 to 29,999 in 2021?",$9680.0
"What was the average household expenditure on Private transportation for Population centre 1,000 to 29,999 in 2021?",$9391.0
"What was the average household expenditure on Private use automobiles, vans and trucks for Population centre 1,000 to 29,999 in 2021?",$4182.0
"What was the average household expenditure on Purchase of automobiles, vans and trucks for Population centre 1,000 to 29,999 in 2021?",$3799.0
"What was the average household expenditure on Automobiles (purchase) for Population centre 1,000 to 29,999 in 2021?",$856.0
"What was the average household expenditure on Vans (including mini-vans, purchase) for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Trucks (including sport utility vehicles, purchase) for Population centre 1,000 to 29,999 in 2021?",$2836.0
"What was the average household expenditure on Accessories for automobiles, vans and trucks for Population centre 1,000 to 29,999 in 2021?",$52.0
"What was the average household expenditure on Fees for leased automobiles, vans and trucks for Population centre 1,000 to 29,999 in 2021?",$331.0
"What was the average household expenditure on Regular fees for leased automobiles, vans and trucks for Population centre 1,000 to 29,999 in 2021?",$327.0
"What was the average household expenditure on Regular fees for leased automobiles for Population centre 1,000 to 29,999 in 2021?",$66.0
"What was the average household expenditure on Regular fees for leased vans and trucks for Population centre 1,000 to 29,999 in 2021?",$261.0
"What was the average household expenditure on Other costs for leased automobiles, vans and trucks (include down payment and closing costs) for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Rented automobiles, vans and trucks for Population centre 1,000 to 29,999 in 2021?",$11.0
"What was the average household expenditure on Automobile, van and truck operations for Population centre 1,000 to 29,999 in 2021?",$5198.0
"What was the average household expenditure on Registration fees for automobiles, vans and trucks (including insurance if part of registration) for Population centre 1,000 to 29,999 in 2021?",$678.0
"What was the average household expenditure on Private and public vehicle insurance premiums for Population centre 1,000 to 29,999 in 2021?",$857.0
"What was the average household expenditure on Tires, batteries, and other parts and supplies for vehicles for Population centre 1,000 to 29,999 in 2021?",$323.0
"What was the average household expenditure on Maintenance and repairs of vehicles for Population centre 1,000 to 29,999 in 2021?",$741.0
"What was the average household expenditure on Vehicle operation, security and communication services for Population centre 1,000 to 29,999 in 2021?",$41.0
"What was the average household expenditure on Gas and other fuels (all vehicles and tools) for Population centre 1,000 to 29,999 in 2021?",$2420.0
"What was the average household expenditure on Parking (excluding parking fees included in rent and traffic and parking tickets) for Population centre 1,000 to 29,999 in 2021?",$65.0
"What was the average household expenditure on Drivers' licences and tests, and driving lessons for Population centre 1,000 to 29,999 in 2021?",$73.0
"What was the average household expenditure on Drivers' licences and tests for Population centre 1,000 to 29,999 in 2021?",$60.0
"What was the average household expenditure on Driving lessons for Population centre 1,000 to 29,999 in 2021?",$12.0
"What was the average household expenditure on Public transportation for Population centre 1,000 to 29,999 in 2021?",$288.0
"What was the average household expenditure on City or commuter bus, subway, streetcar and commuter train for Population centre 1,000 to 29,999 in 2021?",$20.0
"What was the average household expenditure on Taxi (including tips) for Population centre 1,000 to 29,999 in 2021?",$33.0
"What was the average household expenditure on Peer-to-peer ride services for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Other local passenger transportation for Population centre 1,000 to 29,999 in 2021?",$13.0
"What was the average household expenditure on Airplane for Population centre 1,000 to 29,999 in 2021?",$135.0
"What was the average household expenditure on Inter-city bus for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Other inter-city passenger transportation services for Population centre 1,000 to 29,999 in 2021?",$9.0
"What was the average household expenditure on Household moving and storage services for Population centre 1,000 to 29,999 in 2021?",$67.0
"What was the average household expenditure on Health care for Population centre 1,000 to 29,999 in 2021?",$2807.0
"What was the average household expenditure on Direct health care costs to household for Population centre 1,000 to 29,999 in 2021?",$2021.0
"What was the average household expenditure on Prescribed medicines, pharmaceutical products and cannabis for medical use for Population centre 1,000 to 29,999 in 2021?",$489.0
"What was the average household expenditure on Prescribed medicines and pharmaceutical products for Population centre 1,000 to 29,999 in 2021?",$470.0
"What was the average household expenditure on Cannabis for medical use for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Non-prescribed medicines, pharmaceutical products, health care supplies and equipment for Population centre 1,000 to 29,999 in 2021?",$572.0
"What was the average household expenditure on Health care services for Population centre 1,000 to 29,999 in 2021?",$305.0
"What was the average household expenditure on Health care practitioners (excluding general practitioners and specialists) for Population centre 1,000 to 29,999 in 2021?",$181.0
"What was the average household expenditure on Health care by general practitioners and specialists for Population centre 1,000 to 29,999 in 2021?",$34.0
"What was the average household expenditure on Weight control programs, smoking cessation programs and other medical services for Population centre 1,000 to 29,999 in 2021?",$28.0
"What was the average household expenditure on Hospital care, nursing homes and other residential care facilities for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Eye-care goods and services for Population centre 1,000 to 29,999 in 2021?",$279.0
"What was the average household expenditure on Prescription eye wear for Population centre 1,000 to 29,999 in 2021?",$171.0
"What was the average household expenditure on Non-prescription eye wear and other eye-care goods for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Eye-care services (e.g. surgery, exams) for Population centre 1,000 to 29,999 in 2021?",$57.0
"What was the average household expenditure on Dental services for Population centre 1,000 to 29,999 in 2021?",$375.0
"What was the average household expenditure on Private health insurance plan premiums for Population centre 1,000 to 29,999 in 2021?",$785.0
"What was the average household expenditure on Private health and dental plan premiums for Population centre 1,000 to 29,999 in 2021?",$678.0
"What was the average household expenditure on Accident or disability insurance premiums for Population centre 1,000 to 29,999 in 2021?",$107.0
"What was the average household expenditure on Personal care for Population centre 1,000 to 29,999 in 2021?",$1297.0
"What was the average household expenditure on Personal care products for Population centre 1,000 to 29,999 in 2021?",$703.0
"What was the average household expenditure on Hair care products for Population centre 1,000 to 29,999 in 2021?",$90.0
"What was the average household expenditure on Makeup, skin care, manicure and fragrance products for Population centre 1,000 to 29,999 in 2021?",$213.0
"What was the average household expenditure on Makeup, skin care and manicure products for Population centre 1,000 to 29,999 in 2021?",$165.0
"What was the average household expenditure on Fragrance products for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Personal deodorants for Population centre 1,000 to 29,999 in 2021?",$15.0
"What was the average household expenditure on Body soaps for Population centre 1,000 to 29,999 in 2021?",$56.0
"What was the average household expenditure on Oral hygiene products for Population centre 1,000 to 29,999 in 2021?",$95.0
"What was the average household expenditure on Disposable diapers for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Other personal care supplies and equipment for Population centre 1,000 to 29,999 in 2021?",$126.0
"What was the average household expenditure on Personal care services for Population centre 1,000 to 29,999 in 2021?",$595.0
"What was the average household expenditure on Hair grooming services for Population centre 1,000 to 29,999 in 2021?",$470.0
"What was the average household expenditure on Other personal care services for Population centre 1,000 to 29,999 in 2021?",$125.0
"What was the average household expenditure on Recreation for Population centre 1,000 to 29,999 in 2021?",$3795.0
"What was the average household expenditure on Recreational equipment and related services for Population centre 1,000 to 29,999 in 2021?",$1181.0
"What was the average household expenditure on Sports, athletic and recreational equipment and related services for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Outdoor play equipment and accessories for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Children's toys for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Video game systems and accessories (excluding for computers) for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Art and craft materials for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Computer equipment and supplies for Population centre 1,000 to 29,999 in 2021?",$526.0
"What was the average household expenditure on Computer hardware for Population centre 1,000 to 29,999 in 2021?",$301.0
"What was the average household expenditure on Computer software and video game systems for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Computer supplies and other equipment for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Tablet computers for Population centre 1,000 to 29,999 in 2021?",$96.0
"What was the average household expenditure on E-Book readers for Population centre 1,000 to 29,999 in 2021?",$5.0
"What was the average household expenditure on Wearable electronic devices for Population centre 1,000 to 29,999 in 2021?",$47.0
"What was the average household expenditure on Photographic goods and services for Population centre 1,000 to 29,999 in 2021?",$79.0
"What was the average household expenditure on Camcorders, cameras, parts, accessories and related equipment for Population centre 1,000 to 29,999 in 2021?",$16.0
"What was the average household expenditure on Photographic services for Population centre 1,000 to 29,999 in 2021?",$63.0
"What was the average household expenditure on Other recreational equipment for Population centre 1,000 to 29,999 in 2021?",$nan
"What was the average household expenditure on Home entertainment equipment and services for Population centre 1,000 to 29,999 in 2021?",$310.0
"What was the average household expenditure on Home entertainment equipment for Population centre 1,000 to 29,999 in 2021?",$268.0
"What was the average household expenditure on Audio equipment and home theatre systems for Population centre 1,000 to 29,999 in 2021?",$66.0
