question,answer
Tell me about Chinese Cultural Centre.,"Chinese Cultural Centre is located at 50 E Pender St, Vancouver, BC, V6A 3V6. It is in the Downtown area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.cccvan.com?."
Tell me about Cineworks.,"Cineworks is located at 1131 Howe St, Vancouver, BC, V6Z 2L7. It is in the Downtown area. It is a Studio/Rehearsal primarily used for Film/Recording Studio. The space is owned by City of Vancouver. It is currently active. You can find more information at: http://www.cineworks.ca."
Tell me about Coastal Peoples Fine Arts Gallery Gastown.,"Coastal Peoples Fine Arts Gallery Gastown is located at 312 Water St, Vancouver, BC, V6B 1B6. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.coastalpeoples.com."
Tell me about Collingwood Neighborhood House.,"Collingwood Neighborhood House is located at 5288 Joyce St, Vancouver, BC, V5R 6C9. It is in the Renfrew-Collingwood area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by City of Vancouver. It is currently active. You can find more information at: http://www.cnh.bc.ca."
Tell me about Commodore Ballroom.,"Commodore Ballroom is located at 868 Granville St, Vancouver, BC, V6Z 1K3. It is in the Downtown area. It is a Café/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.commodoreballroom.ca?."
Tell me about Creekside Community Centre.,"Creekside Community Centre is located at 1 Athletes Way, Vancouver, BC, V5Y 0B1. It is in the Mount Pleasant area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/creekside-community-recreation-centre.aspx."
Tell me about David Lam Multi-Purpose Hall.,"David Lam Multi-Purpose Hall is located at 50 E Pender St, Vancouver, BC, V6A 3V6. It is in the Downtown area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by City of Vancouver. It is currently active."
Tell me about Djavad Mowafaghian Cinema.,"Djavad Mowafaghian Cinema is located at 149 W Hastings St, Vancouver, BC, V6B 1H4. It is in the Downtown area. It is a Theatre/Performance primarily used for Cinema. The space is owned by Other. It has 350 seats. It is currently active. You can find more information at: http://www.sfu.ca/mecs/facilities/goldcorp-centre-for-the-arts/meeting-rooms/djavadmowafaghian.html."
Tell me about Dorothy Somerset Studio Theatre.,"Dorothy Somerset Studio Theatre is located at 6361 University Blvd, Vancouver, BC, V6T 1Z2. It is a Theatre/Performance primarily used for Theatre. The space is owned by Government. It has 120 seats. It is currently active."
Tell me about Dunbar Community Centre.,"Dunbar Community Centre is located at 4747 Dunbar St, Vancouver, BC, V6S 2H2. It is in the Dunbar-Southlands area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://dunbarcentre.org/dunbar/."
Tell me about Dundarave Print Workshop & Gallery.,"Dundarave Print Workshop & Gallery is located at 1640 Johnston St, Vancouver, BC, V6H 3S2. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.dundaraveprintworkshop.com."
Tell me about Eagle Spirit Gallery.,"Eagle Spirit Gallery is located at 1803 Maritime Mews, Vancouver, BC, V6H 3W7. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.eaglespiritgallery.com."
Tell me about East Van Studios.,"East Van Studios is located at 870 E Cordova St, Vancouver, BC, V6A 1M4. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Film/Recording Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://eastvanstudios.wordpress.com/."
Tell me about Edam Performing Arts Society.,"Edam Performing Arts Society is located at 303 E 8th Av, Vancouver, BC, V5T 1S1. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.edamdance.org?."
Tell me about Electric Owl.,"Electric Owl is located at 928 Main St, Vancouver, BC, V6A 2W1. It is in the Strathcona area. It is a Café/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It is currently active. You can find more information at: www.electricowl.ca."
Tell me about Elm Park Field House.,"Elm Park Field House is located at 5800 Elm St, Vancouver, BC, V6N 1A3. It is in the Kerrisdale area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/elm-park-fieldhouse.aspx."
Tell me about FanClub.,"FanClub is located at 1050 Granville St, Vancouver, BC, V6Z 1L2. It is in the Downtown area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Privately Owned. It is currently active. You can find more information at: http://vancouverfanclub.ca/."
Tell me about Federation Gallery.,"Federation Gallery is located at 1241 Cartwright St, Vancouver, BC, V6H 4B7. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://artists.ca/federation_gallery."
Tell me about Fortune Sound Club.,"Fortune Sound Club is located at 147 E Pender St, Vancouver, BC, V6A 1T5. It is in the Downtown area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.fortunesoundclub.com/."
Tell me about Frederic Wood Theatre.,"Frederic Wood Theatre is located at 6354 Crescent Rd, Vancouver, BC, V6T 1Z2. It is a Theatre/Performance primarily used for Theatre. The space is owned by Government. It has 400 seats. It is currently active. You can find more information at: http://www.theatre.ubc.ca/facilities_images.shtml."
Tell me about Gallery of BC Ceramics.,"Gallery of BC Ceramics is located at 1359 Cartwright St, Vancouver, BC, V6H 3R7. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Non-Profit. It is currently active. You can find more information at: http://www.bcpotters.com/Gallery/index.php."
Tell me about Gam Gallery.,"Gam Gallery is located at 110 E Hastings St, Vancouver, BC, V6N 1N4. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. It is currently active. You can find more information at: http://gamgallery.com/contact/."
Tell me about Goldcorp Centre for the Arts SFU.,"Goldcorp Centre for the Arts SFU is located at 149 W Hastings St, Vancouver, BC, V6B 1H4. It is in the Downtown area. It is a Educational primarily used for Educational Institution. The space is owned by Other. It is currently active. You can find more information at: www.sfu.ca."
Tell me about Granville Island Gallery.,"Granville Island Gallery is located at 1494 Old Bridge St, Vancouver, BC, V6H 3S6. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Government. It is currently active. You can find more information at: www.granvilleislandgallery.com?."
Tell me about Green Thumb Theatre for Young People- Studio 1.,"Green Thumb Theatre for Young People- Studio 1 is located at 5560 Mckinnon St, Vancouver, BC, V5R 0B6. It is in the Renfrew-Collingwood area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.greenthumb.bc.ca."
Tell me about H.R. Macmillan Space Centre.,"H.R. Macmillan Space Centre is located at 1100 Chestnut St, Vancouver, BC, V6J 3J9. It is in the Kitsilano area. It is a Museum/Gallery primarily used for Garden/Aquarium/Science Centre. The space is owned by City of Vancouver. It is currently active. You can find more information at: http://www.spacecentre.ca/."
Tell me about Harbour Dance Center.,"Harbour Dance Center is located at 927 Granville St, Vancouver, BC, V6Z 1L3. It is in the Downtown area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.harbourdance.com/."
Tell me about Hastings Mill Store Museum.,"Hastings Mill Store Museum is located at 1575 Alma St, Vancouver, BC, V6R 3P3. It is in the West Point Grey area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.hastings-mill-museum.ca?."
Tell me about Havana Gallery.,"Havana Gallery is located at 1212 Commercial Dr, Vancouver, BC, V5L 3X4. It is in the Grandview-Woodland area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.havanarestaurant.ca."
Tell me about Heffel Gallery Ltd.,"Heffel Gallery Ltd is located at 2247 Granville St, Vancouver, BC, V6H 3G1. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.heffel.com."
Tell me about Heritage Hall.,"Heritage Hall is located at 3102 Main St, Vancouver, BC, V5T 3G7. It is in the Mount Pleasant area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by City of Vancouver. It has 150 seats. It is currently active. You can find more information at: www.heritagehall.bc.ca."
Tell me about Hillcrest Centre.,"Hillcrest Centre is located at 4575 Clancy Loranger Way, Vancouver, BC, V5Y 2M4. It is in the Riley Park area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/hillcrest-centre.aspx."
"Tell me about Improv Centre, The.","Improv Centre, The is located at 1502 Duranleau St, Vancouver, BC, V6H 3S4. It is in the Fairview area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Government. It has 186 seats. It is currently active. You can find more information at: www.vtsl.com."
Tell me about Jericho Beach.,"Jericho Beach is located at 3941 Point Grey Rd., Vancouver, BC, V6R 1B5. It is in the West Point Grey area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It is currently active."
Tell me about Jewish Community Centre.,"Jewish Community Centre is located at 950 W 41st Av, Vancouver, BC, V5Z 2N7. It is in the Oakridge area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Non-Profit. It is currently active. You can find more information at: www.jewishmuseum.ca?."
Tell me about John Hendry Park (Trout Lake).,"John Hendry Park (Trout Lake) is located at 3300 Victoria Dr, Vancouver, BC, V5N 4L9. It is in the Kensington-Cedar Cottage area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by Park Board/COV. It is currently active."
Tell me about Kafka's Coffee and Tea.,"Kafka's Coffee and Tea is located at 2525 Main St, Vancouver, BC, V5T 3E5. It is in the Mount Pleasant area. It is a Café/Restaurant/Bar primarily used for Café/Restaurant. The space is owned by Privately Owned. It is currently active. You can find more information at: www.kafkascoffee.ca."
Tell me about Kerrisdale Community Centre.,"Kerrisdale Community Centre is located at 5851 West Blvd, Vancouver, BC, V6M 3W9. It is in the Kerrisdale area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/kerrisdale-community-centre.aspx."
Tell me about Langara College - School of Creative And Applied Arts.,"Langara College - School of Creative And Applied Arts is located at 100 W 49th Av, Vancouver, BC, V5Y 2Z6. It is in the Oakridge area. It is a Educational primarily used for Educational Institution. The space is owned by Government. It is currently active."
Tell me about Lattimer Gallery.,"Lattimer Gallery is located at 1590 W 2nd Av, Vancouver, BC, V6J 1H2. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.lattimergallery.com?."
Tell me about Little Mountain Gallery.,"Little Mountain Gallery is located at 195 E 26th Av, Vancouver, BC, V5V 2G8. It is in the Riley Park area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.littlemountaingallery.com."
Tell me about Lumbermen's Arch.,"Lumbermen's Arch is located at , Vancouver, BC,. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It is currently active."
Tell me about MakerLabs.,"MakerLabs is located at 221 E 10th Av, Vancouver, BC,. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Workshop. The space is owned by Privately Owned. It is currently active. You can find more information at: www.makerlabs.ca."
"Tell me about Malkin Bowl, The.","Malkin Bowl, The is located at 610 Pipeline Rd, Vancouver, BC, V6G 3E2. It is a Theatre/Performance primarily used for Theatre. The space is owned by City of Vancouver. It has 2200 seats. It is currently active. You can find more information at: www.malkinbowl.com."
Tell me about Marpole-Oakridge Community Centre.,"Marpole-Oakridge Community Centre is located at 990 W 59th Av, Vancouver, BC, V6P 1X9. It is in the Marpole area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://www.marpoleoakridge.org/."
Tell me about McBride field House.,"McBride field House is located at 3350 W 4th Av, Vancouver, BC,. It is in the Kitsilano area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://locomotoart.weebly.com/mcbride."
"Tell me about Media Club, The.","Media Club, The is located at 695 Cambie St, Vancouver, BC, V6B 2P1. It is in the Downtown area. It is a Café/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.themediaclub.ca?."
"Tell me about Mergatroid Building, The.","Mergatroid Building, The is located at 975 Vernon Drive, Vancouver, BC, V6A 3P2. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.mergatroid.ca/."
Tell me about Metro Theatre Workshop and Rehearsal Hall.,"Metro Theatre Workshop and Rehearsal Hall is located at 8960 Oak St, Vancouver, BC, V6P 4B7. It is in the Marpole area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active."
Tell me about Moberly Park Field House.,"Moberly Park Field House is located at 7646 Prince Albert, Vancouver, BC, V5X 3Z4. It is in the Sunset area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/moberly-park-fieldhouse.aspx."
Tell me about Monte Clark Gallery.,"Monte Clark Gallery is located at 525 Great Northern Way, Vancouver, BC, V5T 1E1. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.monteclarkgallery.com."
Tell me about Museum of Vancouver.,"Museum of Vancouver is located at 1100 Chestnut St, Vancouver, BC, V6J 3J9. It is in the Kitsilano area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.museumofvancouver.ca?."
Tell me about New Leaf Editions.,"New Leaf Editions is located at 1370 Cartwright St, Vancouver, BC, V6H 3R7. It is in the Fairview area. It is a Studio/Rehearsal primarily used for Workshop. The space is owned by Privately Owned. It is currently active. You can find more information at: www.newleafeditions.com?."
Tell me about On Main.,"On Main is located at 200 E 20th Av, Vancouver, BC, V5V 1M1. It is in the Riley Park area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.onmaingallery.com?."
Tell me about Or Gallery.,"Or Gallery is located at 555 Hamilton St, Vancouver, BC, V6B 2R1. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.orgallery.org?."
Tell me about Pacific Cinematheque.,"Pacific Cinematheque is located at 1131 Howe St, Vancouver, BC, V6Z 2L7. It is in the Downtown area. It is a Theatre/Performance primarily used for Cinema. The space is owned by City of Vancouver. It has 194 seats. It is currently active. You can find more information at: http://www.thecinematheque.caabout."
Tell me about Pal Studio Theatre.,"Pal Studio Theatre is located at 581 Cardero St, Vancouver, BC, V6G 3L2. It is in the Downtown area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Non-Profit. It has 150 seats. It is currently active. You can find more information at: http://www.palstudiotheatre.com/."
Tell me about Patricia Hotel/ Pat's Pub.,"Patricia Hotel/ Pat's Pub is located at 403 E Hastings St, Vancouver, BC, V6A 1P6. It is in the Strathcona area. It is a Café/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.patspub.ca/."
Tell me about Petley Jones Gallery.,"Petley Jones Gallery is located at 554 W 6th Av, Vancouver, BC, V6J 1R2. It is in the Mount Pleasant area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.petleyjones.com?."
Tell me about PNE Forum.,"PNE Forum is located at 2901 E Hastings St, Vancouver, BC, V5K 5J1. It is in the Hastings-Sunrise area. It is a Community Space primarily used for Arena/Stadium. The space is owned by City of Vancouver. It has 1250 seats. It is currently active. You can find more information at: www.pne.ca."
Tell me about PNE Garden Auditorium.,"PNE Garden Auditorium is located at 2901 E Hastings St, Vancouver, BC, V5K 5J1. It is in the Hastings-Sunrise area. It is a Educational primarily used for Educational Institution. The space is owned by City of Vancouver. It has 600 seats. It is currently active. You can find more information at: www.pne.ca."
Tell me about PNE Pacific Coliseum.,"PNE Pacific Coliseum is located at 100 Renfrew St, Vancouver, BC, V5K 3N7. It is in the Hastings-Sunrise area. It is a Community Space primarily used for Arena/Stadium. The space is owned by City of Vancouver. It has 15713 seats. It is currently active. You can find more information at: www.pne.ca."
Tell me about Polish Community Centre.,"Polish Community Centre is located at 4015 Fraser St, Vancouver, BC, V5V 4E6. It is in the Riley Park area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Privately Owned. It is currently active. You can find more information at: http://polishcommunitycentre.com/."
Tell me about Princeton Pub.,"Princeton Pub is located at 1901 Powell St, Vancouver, BC, V5L 1J2. It is in the Grandview-Woodland area. It is a Café/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It is currently active. You can find more information at: www.princetonpub.com?."
Tell me about Progress Lab 1422.,"Progress Lab 1422 is located at 1422 William, Vancouver, BC, V5L 2P7. It is in the Grandview-Woodland area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It has 100 seats. It is currently active. You can find more information at: www.pl1422.blogspot.com?."
Tell me about Prophouse Café.,"Prophouse Café is located at 1636 Venables St, Vancouver, BC, V5L 2H2. It is in the Grandview-Woodland area. It is a Café/Restaurant/Bar primarily used for Café/Restaurant. The space is owned by Privately Owned. It is currently active. You can find more information at: www.PropHouseCafe.com."
Tell me about Queen Elizabeth Theatre.,"Queen Elizabeth Theatre is located at 650 Hamilton St, Vancouver, BC, V6B 5N6. It is in the Downtown area. It is a Theatre/Performance primarily used for Theatre. The space is owned by City of Vancouver. It has 2765 seats. It is currently active. You can find more information at: http://vancouver.caparks-recreation-culture/queen-elizabeth-theatre.aspx."
Tell me about Queen Elizabeth Theatre Plaza.,"Queen Elizabeth Theatre Plaza is located at 650 Hamilton St, Vancouver, BC, V6B 5N6. It is in the Downtown area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It is currently active."
"Tell me about Railway Club, The.","Railway Club, The is located at 579 Dunsmuir St, Vancouver, BC, V6B 1Y4. It is in the Downtown area. It is a Café/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It has 165 seats. It is currently active. You can find more information at: www.therailwayclub.com."
Tell me about Raw Canavas.,"Raw Canavas is located at 1046 Hamilton St, Vancouver, BC, V6B 2R9. It is in the Downtown area. It is a Café/Restaurant/Bar primarily used for Café/Restaurant. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.rawcanvas.com/."
Tell me about Renegade Studios Main Street.,"Renegade Studios Main Street is located at 125 E 2nd Av, Vancouver, BC, V5T 1B4. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.renegadeproductions.net."
Tell me about Rennie collection at Wing Sang.,"Rennie collection at Wing Sang is located at 51 E Pender St, Vancouver, BC, V6A 1S9. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active."
"Tell me about Rickshaw Theatre, The.","Rickshaw Theatre, The is located at 254 E Hastings St, Vancouver, BC, V6A 1P1. It is in the Strathcona area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Privately Owned. It is currently active. You can find more information at: www.liveatrickshaw.com."
Tell me about Roedde House.,"Roedde House is located at 1415 Barclay St, Vancouver, BC, V6G 1J6. It is in the West End area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.roeddehouse.orgen/home?."
Tell me about Ryerson United Church.,"Ryerson United Church is located at 2195 W 45th Av, Vancouver, BC, V6M  2J2. It is in the Kerrisdale area. It is a Community Space primarily used for Place of Worship. The space is owned by Other. It has 450 seats. It is currently active. You can find more information at: www.ryersonunited.ca."
Tell me about Scottish Cultural Centre.,"Scottish Cultural Centre is located at 8886 Hudson St, Vancouver, BC, V6P 4N2. It is in the Marpole area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Non-Profit. It is currently active. You can find more information at: www.scottishculturalcentre.com?."
Tell me about Secret Lantern Society.,"Secret Lantern Society is located at 328 -B Industrial Av, Vancouver, BC,. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Workshop. The space is owned by Privately Owned. It is currently active."
Tell me about Slocan Park Field House.,"Slocan Park Field House is located at 2750 E 29th Av, Vancouver, BC, V5R 1V6. It is in the Renfrew-Collingwood area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/slocan-park-fieldhouse.aspx."
Tell me about Soundhouse Studios.,"Soundhouse Studios is located at 33 W 8th Av, Vancouver, BC, V5Y 1M8. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Film/Recording Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.soundhousestudios.com/."
Tell me about Spirit Wrestler Gallery.,"Spirit Wrestler Gallery is located at 47 Water St, Vancouver, BC, V6B 1A1. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.spiritwrestler.com."
Tell me about St. Andrews-Wesley United Church.,"St. Andrews-Wesley United Church is located at 1012 Nelson St, Vancouver, BC, V6E 1H8. It is in the West End area. It is a Community Space primarily used for Place of Worship. The space is owned by Other. It has 1200 seats. It is currently active. You can find more information at: www.standrewswesleychurch.bc.ca?."
Tell me about Trees Organic Coffee House.,"Trees Organic Coffee House is located at 450 Granville St, Vancouver, BC, V6C 1V4. It is in the Downtown area. It is a Café/Restaurant/Bar primarily used for Café/Restaurant. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.treescoffee.com/."
Tell me about UBC Museum of Anthropology.,"UBC Museum of Anthropology is located at 6393 NW Marine Dr, Vancouver, BC, V6T 1Z2. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Other. It is currently active. You can find more information at: http://moa.ubc.ca/."
Tell me about UBC School of Music.,"UBC School of Music is located at 6361 Memorial Rd, Vancouver, BC, V6T 1Z2. It is a Educational primarily used for Educational Institution. The space is owned by Other. It is currently active. You can find more information at: www.music.ubc.ca."
Tell me about UBC Thunderbird Arena.,"UBC Thunderbird Arena is located at 2555 Wesbrook Mall, Vancouver, BC, V6T 1Z3. It is a Community Space primarily used for Arena/Stadium. The space is owned by Government. It has 5033 seats. It is currently active. You can find more information at: http://thunderbirdarena.ubc.ca/."
Tell me about Vag Plaza North.,"Vag Plaza North is located at , Vancouver, BC,. It is in the Downtown area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It is currently active."
Tell me about Vancity Theatre.,"Vancity Theatre is located at 1181 Seymour St, Vancouver, BC, V6B 3M7. It is in the Downtown area. It is a Theatre/Performance primarily used for Cinema. The space is owned by Privately Owned. It has 170 seats. It is currently active. You can find more information at: http://www.viff.org/theatre/facility-info."
Tell me about Vancouver Access Artist Run Centre.,"Vancouver Access Artist Run Centre is located at 222 E Georgia St, Vancouver, BC, V6A 1Z7. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.accessgallery.ca."
Tell me about Vancouver Co-Operative Radio.,"Vancouver Co-Operative Radio is located at 360 Columbia St, Vancouver, BC, V6A 4J1. It is in the Downtown area. It is a Studio/Rehearsal primarily used for Film/Recording Studio. The space is owned by Non-Profit. It is currently active. You can find more information at: www.coopradio.org?."
Tell me about Vancouver East Cultural Centre- Vancity Culture Lab.,"Vancouver East Cultural Centre- Vancity Culture Lab is located at 1895 Venables St, Vancouver, BC, V5L 2H6. It is in the Grandview-Woodland area. It is a Theatre/Performance primarily used for Theatre. The space is owned by City of Vancouver. It has 86 seats. It is currently active. You can find more information at: www.thecultch.com?."
Tell me about Vancouver Photo Workshop.,"Vancouver Photo Workshop is located at 14 W 7th Av, Vancouver, BC, V5Y 1L6. It is in the Mount Pleasant area. It is a Educational primarily used for Educational Institution. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.vancouverphotoworkshops.com/."
Tell me about Vancouver Police Museum.,"Vancouver Police Museum is located at 240 E Cordova St, Vancouver, BC, V6A 1L3. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.vancouverpolicemuseum.ca?."
Tell me about Vancouver Public Library.,"Vancouver Public Library is located at 350 W Georgia St, Vancouver, BC, V6B 6B1. It is in the Downtown area. It is a Museum/Gallery primarily used for Library/Archives. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.vpl.ca."
Tell me about Venue.,"Venue is located at 881 Granville St, Vancouver, BC, V6Z 1K7. It is in the Downtown area. It is a Café/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It is currently active. You can find more information at: www.venuelive.ca?."
Tell me about Waterfront Theatre.,"Waterfront Theatre is located at 1412 Cartwright St, Vancouver, BC, V6H 3R7. It is in the Fairview area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Government. It has 224 seats. It is currently active. You can find more information at: www.waterfronttheatre.ca?."
Tell me about Western Front Artist Studio.,"Western Front Artist Studio is located at 303 E 8th Av, Vancouver, BC, V5T 1S1. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active."
Tell me about Western Front Gallery.,"Western Front Gallery is located at 303 E 8th Av, Vancouver, BC, V5T 1S1. It is in the Mount Pleasant area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.front.bc.ca?."
Tell me about Western Front -Luxe Hall.,"Western Front -Luxe Hall is located at 303 E 8th Av, Vancouver, BC, V5T 1S1. It is in the Mount Pleasant area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Privately Owned. It has 126 seats. It is currently active."
Tell me about Woodward's Atrium.,"Woodward's Atrium is located at 111 W Hastings St, Vancouver, BC, V6B 1H4. It is in the Downtown area. It is a Theatre/Performance primarily used for Performance Space. It is currently active."
Tell me about Writers' Exchange.,"Writers' Exchange is located at 881 E Hastings St, Vancouver, BC, V6A 1R8. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Workshop. The space is owned by Privately Owned. It is currently active."
Tell me about Aberthau+Flax+Fibre+Food.,"Aberthau+Flax+Fibre+Food is located at 4397 W 2nd Av, Vancouver, BC, V6R 1K4. It is in the West Point Grey area. It is a Other primarily used for Other. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://aberthauflaxfibrefood.blogspot.ca/."
Tell me about Art Beatus.,"Art Beatus is located at 808 Nelson St, Vancouver, BC, V6Z 2H2. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.artbeatus.com."
Tell me about Arts Club Theatre - Stanley Industrial Alliance Stage.,"Arts Club Theatre - Stanley Industrial Alliance Stage is located at 2750 Granville St, Vancouver, BC, V6H 3J3. It is in the Fairview area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Non-Profit. It has 650 seats. It is currently active. You can find more information at: http://www.artsclub.com."
